ReportTitle
Kleine Hochschulstatistik im WiSe 2021/22

Standort,Textbox24,StudDeutschW3,StudDeutsch1HS,StudAusland1HSW,StudDeutsch1FS,StudDeutsch1FSW,StudAusland,StudAuslandW,StudAusland1HSW1,StudAusland1HSW5,StudAusland1FS,StudDeutsch1FSW2,Stud1HS,Stud1FS,Textbox176,Organisation1,Textbox28,Textbox42,StudDeutsch1HS1,Textbox63,Textbox72,Textbox81,Textbox89,Textbox114,Textbox131,StudAusland1HSW4,Textbox156,StudDeutsch1FSW3,Textbox163,Textbox170,Textbox177,Studiengang1,StudDeutsch1,Textbox43,Textbox57,Textbox64,Textbox73,Textbox83,Textbox90,Textbox115,Textbox132,StudAusland1HSW3,Textbox157,StudDeutsch1FSW1,Textbox164,Textbox171,Textbox178,Textbox19,Textbox44,Textbox58,Textbox65,Textbox74,Textbox84,Textbox102,Textbox116,Textbox133,StudAusland1HSW2,Textbox158,StudAusland1FSW1,Textbox165,Textbox172,Textbox179
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  International Management,137,92,30,22,32,23,70,45,43,27,6,4,73,38,207,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  International Physiotherapy,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  International Supply Chain Management,10,4,0,0,0,0,3,1,0,0,0,0,0,0,13,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Internationale Betriebswirtschaft und Management,265,167,34,18,35,18,65,43,41,27,6,4,75,41,330,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Management in der Gesundheitsversorgung,65,45,0,0,28,22,0,0,0,0,0,0,0,28,65,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Management in Nonprofit-Organisationen,48,36,0,0,15,12,30,23,8,6,10,7,8,25,78,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Midwifery,119,118,3,3,0,0,3,3,0,0,0,0,3,0,122,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Muskuloskelettale Therapie (Manuelle Therapie – OMT),65,28,4,0,7,2,9,5,0,0,0,0,4,7,74,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Öffentliche Verwaltung,288,200,63,45,88,59,4,3,1,1,1,1,64,89,292,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Öffentliches Management,144,106,24,20,33,27,7,6,2,2,2,2,26,35,151,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Pflege (dual) - WiSo,154,133,35,28,45,34,7,6,4,4,4,4,39,49,161,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Pflegemanagement,145,89,0,0,0,0,2,2,0,0,0,0,0,0,147,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Pflegewissenschaft,111,90,0,0,0,0,3,3,0,0,0,0,0,0,114,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Physiotherapie,88,43,20,11,0,0,0,0,0,0,0,0,20,0,88,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
Osnabrück Westerberg,8011,3673,1089,517,1575,711,653,328,177,100,108,54,1266,1683,8664, Fakultät Wirtschafts- und Sozialwissenschaften,4880,3092,678,449,954,604,360,240,123,85,67,44,801,1021,5240,  Public Management,114,69,0,0,0,0,0,0,0,0,0,0,0,0,114,12898,5705,1974,891,2869,1270,772,390,209,116,145,72,2183,3014,13670
